Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/damaged_dueto_normal_usage,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/lack_of_staff_at_facility,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/lack_of_medicines_at_facility,0.5,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/lack_of_adequate_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/dwta,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",dispensary_non_functionality_reason,dispensary_non_functionality_reason/dk,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/emergency_services,0.29,2,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/emergency_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/pediatric_services,1,7,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/pediatric_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/in_patient_services,0.57,4,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/in_patient_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/out_patient_services,1,7,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/out_patient_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/nutrition_services,0.71,5,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/nutrition_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/vaccination_services,0.57,4,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/vaccination_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/maternal_health_services,0.29,2,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/maternal_health_services,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/surgery,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/surgery,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/pharmacy,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/pharmacy,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/tb_treatment,0.43,3,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/tb_treatment,1,2,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/psychosocial_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/psychosocial_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,dispensary_services,dispensary_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
